Time,theta_x,theta_y,x_throttle,y_throttle,pwm_px_raw,pwm_nx_raw,pwm_py_raw,pwm_ny_raw
1551069.00,-32.23,76.53,0.00,2.00,0.00,0.00,22.44,0.00
1551331.00,-32.23,77.43,0.00,2.00,0.00,0.00,22.44,0.00
1551440.00,-32.23,79.72,0.00,2.00,0.00,0.00,22.44,0.00
1551508.00,-31.55,82.00,0.00,2.00,0.00,0.00,22.44,0.00
1551576.00,-31.55,83.10,0.00,2.00,0.00,0.00,22.44,0.00
1551643.00,-31.55,83.63,0.00,2.00,0.00,0.00,22.44,0.00
1551711.00,-31.55,84.25,0.00,2.00,0.00,0.00,22.44,0.00
1551778.00,-31.55,84.94,0.00,2.00,0.00,0.00,22.44,0.00
1551846.00,-31.55,85.67,0.00,2.00,0.00,0.00,22.44,0.00
1551913.00,-31.02,86.57,0.00,2.00,0.00,0.00,22.44,0.00
1551981.00,-31.02,87.64,0.00,2.00,0.00,0.00,22.44,0.00
1552242.00,-31.02,88.95,0.00,1.00,0.00,0.00,21.00,0.00
1552352.00,-31.02,90.76,0.00,1.00,0.00,0.00,21.00,0.00
1552419.00,-31.02,92.05,0.00,1.00,0.00,0.00,21.00,0.00
1552487.00,-30.48,92.74,0.00,1.00,0.00,0.00,21.00,0.00
1552555.00,-30.48,94.02,0.00,1.00,0.00,0.00,21.00,0.00
1552622.00,-30.48,94.84,0.00,1.00,0.00,0.00,21.00,0.00
1552690.00,-30.48,94.84,0.00,1.00,0.00,0.00,21.00,0.00
1552757.00,-30.48,94.84,0.00,1.00,0.00,0.00,21.00,0.00
1552825.00,-30.48,95.68,0.00,1.00,0.00,0.00,21.00,0.00
1552892.00,-30.48,95.68,0.00,1.00,0.00,0.00,21.00,0.00
1553153.00,-30.48,95.68,0.00,1.00,0.00,0.00,21.00,0.00
1553262.00,-29.73,97.82,0.00,1.00,0.00,0.00,21.00,0.00
1553330.00,-29.73,99.82,0.00,1.00,0.00,0.00,21.00,0.00
1553397.00,-29.73,100.81,0.00,1.00,0.00,0.00,21.00,0.00
1573610.00,-25.91,84.69,1.00,-1.00,20.00,0.00,0.00,19.00
1573722.00,-17.64,45.82,1.00,-1.00,20.00,0.00,0.00,19.00
1573791.00,-11.56,18.24,1.00,-1.00,20.00,0.00,0.00,19.00
1573861.00,-10.55,15.60,1.00,-1.00,20.00,0.00,0.00,19.00
1573931.00,-10.55,19.60,1.00,-1.00,20.00,0.00,0.00,19.00
1574000.00,-10.55,20.64,1.00,-1.00,20.00,0.00,0.00,19.00
1574070.00,-10.55,19.47,1.00,-1.00,20.00,0.00,0.00,19.00
1574139.00,-9.91,18.74,1.00,-1.00,20.00,0.00,0.00,19.00
1574208.00,-9.91,18.74,1.00,-1.00,20.00,0.00,0.00,19.00
1574277.00,-9.00,18.20,1.00,-1.00,20.00,0.00,0.00,19.00
1574539.00,-8.13,17.63,1.00,-1.00,20.00,0.00,0.00,19.00
1574649.00,-6.76,16.48,1.00,-1.00,20.00,0.00,0.00,19.00
1574718.00,-5.52,15.15,1.00,-1.00,20.00,0.00,0.00,19.00
1574787.00,-4.78,14.32,1.00,-1.00,20.00,0.00,0.00,19.00
1574855.00,-4.78,14.32,1.00,-1.00,20.00,0.00,0.00,19.00
1574924.00,-4.01,14.32,1.00,-1.00,20.00,0.00,0.00,19.00
1574992.00,-4.01,13.62,1.00,-1.00,20.00,0.00,0.00,19.00
1575061.00,-4.01,13.09,1.00,-1.00,20.00,0.00,0.00,19.00
1575130.00,-2.79,12.35,1.00,-1.00,20.00,0.00,0.00,19.00
1575198.00,-1.11,11.65,1.00,-1.00,20.00,0.00,0.00,19.00
1575459.00,0.45,11.07,1.00,-1.00,20.00,0.00,0.00,19.00
1575569.00,1.73,10.03,1.00,-1.00,20.00,0.00,0.00,19.00
1575636.00,3.24,8.46,1.00,-1.00,20.00,0.00,0.00,19.00
1575703.00,4.46,7.22,1.00,-1.00,20.00,0.00,0.00,19.00
1575770.00,5.07,6.52,1.00,-1.00,20.00,0.00,0.00,19.00
1575836.00,5.75,5.90,1.00,-1.00,20.00,0.00,0.00,19.00
1575903.00,6.76,5.26,1.00,-1.00,20.00,0.00,0.00,19.00
1575969.00,7.80,4.64,1.00,-1.00,20.00,0.00,0.00,19.00
1576036.00,8.86,3.88,1.00,-1.00,20.00,0.00,0.00,19.00
1576102.00,10.13,2.84,1.00,-1.00,20.00,0.00,0.00,19.00
1576363.00,12.32,0.97,2.00,-1.00,21.11,0.00,0.00,19.00
1576472.00,15.75,-1.73,2.00,-1.00,21.11,0.00,0.00,19.00
1576541.00,19.08,-3.86,2.00,-1.00,21.11,0.00,0.00,19.00
1576609.00,21.48,-5.02,2.00,-1.00,21.11,0.00,0.00,19.00
1576678.00,23.29,-6.27,2.00,-1.00,21.11,0.00,0.00,19.00
1576747.00,24.74,-7.63,2.00,-1.00,21.11,0.00,0.00,19.00
1576815.00,26.29,-8.72,2.00,-1.00,21.11,0.00,0.00,19.00
1576884.00,28.32,-9.94,2.00,-1.00,21.11,0.00,0.00,19.00
1576952.00,30.22,-11.29,2.00,-1.00,21.11,0.00,0.00,19.00
1577022.00,31.53,-12.47,2.00,-1.00,21.11,0.00,0.00,19.00
1577285.00,34.00,-14.25,2.00,-2.00,21.11,0.00,0.00,20.22
1577397.00,38.78,-17.25,2.00,-2.00,21.11,0.00,0.00,20.22
1577466.00,43.35,-20.24,2.00,-2.00,21.11,0.00,0.00,20.22
1577536.00,45.76,-21.93,2.00,-2.00,21.11,0.00,0.00,20.22
1577606.00,47.24,-22.81,2.00,-2.00,21.11,0.00,0.00,20.22
1577675.00,48.84,-24.12,2.00,-2.00,21.11,0.00,0.00,20.22
1577745.00,50.30,-25.90,2.00,-2.00,21.11,0.00,0.00,20.22
1577815.00,52.15,-27.40,2.00,-2.00,21.11,0.00,0.00,20.22
1577884.00,54.96,-28.89,2.00,-2.00,21.11,0.00,0.00,20.22
1577954.00,57.41,-30.77,2.00,-2.00,21.11,0.00,0.00,20.22
1578220.00,59.67,-33.52,2.00,-3.00,21.11,0.00,0.00,21.44
1578332.00,63.12,-37.55,2.00,-3.00,21.11,0.00,0.00,21.44
1578401.00,66.61,-41.30,2.00,-3.00,21.11,0.00,0.00,21.44
1578471.00,69.36,-43.61,2.00,-3.00,21.11,0.00,0.00,21.44
1578541.00,71.18,-45.00,2.00,-3.00,21.11,0.00,0.00,21.44
1578610.00,71.87,-46.36,2.00,-3.00,21.11,0.00,0.00,21.44
1578680.00,72.89,-48.25,2.00,-3.00,21.11,0.00,0.00,21.44
1578749.00,74.63,-50.41,2.00,-3.00,21.11,0.00,0.00,21.44
1578819.00,76.12,-52.33,2.00,-3.00,21.11,0.00,0.00,21.44
1578890.00,77.44,-53.79,2.00,-3.00,21.11,0.00,0.00,21.44
1579154.00,79.90,-55.98,1.00,-2.00,20.00,0.00,0.00,20.22
1579266.00,83.68,-60.22,1.00,-2.00,20.00,0.00,0.00,20.22
1579335.00,86.80,-64.50,1.00,-2.00,20.00,0.00,0.00,20.22
1579405.00,88.44,-66.68,1.00,-2.00,20.00,0.00,0.00,20.22
1579474.00,89.50,-68.01,1.00,-2.00,20.00,0.00,0.00,20.22
1579544.00,90.45,-69.59,1.00,-2.00,20.00,0.00,0.00,20.22
1579614.00,91.36,-71.03,1.00,-2.00,20.00,0.00,0.00,20.22
1579683.00,92.37,-72.24,1.00,-2.00,20.00,0.00,0.00,20.22
1579754.00,93.57,-73.51,1.00,-2.00,20.00,0.00,0.00,20.22
1579824.00,94.74,-75.05,1.00,-2.00,20.00,0.00,0.00,20.22
1580087.00,96.14,-77.53,1.00,-2.00,20.00,0.00,0.00,20.22
1580198.00,98.28,-81.23,1.00,-2.00,20.00,0.00,0.00,20.22
1580268.00,100.46,-84.42,1.00,-2.00,20.00,0.00,0.00,20.22
1600481.00,84.35,-72.38,0.00,0.00,0.00,0.00,0.00,0.00
1600588.00,43.38,-41.08,0.00,0.00,0.00,0.00,0.00,0.00
1600655.00,13.85,-18.87,0.00,0.00,0.00,0.00,0.00,0.00
1600721.00,10.89,-16.85,0.00,0.00,0.00,0.00,0.00,0.00
1600788.00,15.57,-20.39,0.00,0.00,0.00,0.00,0.00,0.00
1600855.00,17.88,-22.03,0.00,0.00,0.00,0.00,0.00,0.00
1600921.00,17.88,-22.03,0.00,0.00,0.00,0.00,0.00,0.00
1600988.00,17.27,-21.39,0.00,0.00,0.00,0.00,0.00,0.00
1601054.00,17.27,-21.39,0.00,0.00,0.00,0.00,0.00,0.00
1601121.00,17.27,-21.39,0.00,0.00,0.00,0.00,0.00,0.00
1601384.00,17.27,-21.39,0.00,0.00,0.00,0.00,0.00,0.00
1601492.00,16.74,-21.39,0.00,0.00,0.00,0.00,0.00,0.00
1601559.00,16.74,-21.39,0.00,0.00,0.00,0.00,0.00,0.00
1601626.00,16.74,-21.39,0.00,0.00,0.00,0.00,0.00,0.00
1601692.00,16.74,-21.39,0.00,0.00,0.00,0.00,0.00,0.00
1601759.00,16.74,-21.39,0.00,0.00,0.00,0.00,0.00,0.00
1601825.00,16.74,-20.80,0.00,0.00,0.00,0.00,0.00,0.00
1601892.00,16.74,-20.80,0.00,0.00,0.00,0.00,0.00,0.00
1601958.00,16.74,-20.80,0.00,0.00,0.00,0.00,0.00,0.00
1602025.00,16.74,-20.80,0.00,0.00,0.00,0.00,0.00,0.00
1602286.00,16.74,-20.80,0.00,-1.00,0.00,0.00,0.00,19.00
1602397.00,16.74,-20.80,0.00,-1.00,0.00,0.00,0.00,19.00
1602465.00,16.74,-20.80,0.00,-1.00,0.00,0.00,0.00,19.00
1602534.00,16.74,-21.57,0.00,-1.00,0.00,0.00,0.00,19.00
1602603.00,16.74,-21.57,0.00,-1.00,0.00,0.00,0.00,19.00
1602671.00,16.74,-21.57,0.00,-1.00,0.00,0.00,0.00,19.00
1602740.00,16.74,-22.45,0.00,-1.00,0.00,0.00,0.00,19.00
1602808.00,16.23,-23.14,0.00,-1.00,0.00,0.00,0.00,19.00
1602877.00,16.23,-23.67,0.00,-1.00,0.00,0.00,0.00,19.00
1602946.00,16.23,-23.67,0.00,-1.00,0.00,0.00,0.00,19.00
1603211.00,16.23,-24.58,-1.00,0.00,0.00,20.00,0.00,0.00
1603320.00,16.75,-25.61,-1.00,0.00,0.00,20.00,0.00,0.00
1603389.00,16.75,-26.48,-1.00,0.00,0.00,20.00,0.00,0.00
1603459.00,16.75,-26.48,-1.00,0.00,0.00,20.00,0.00,0.00
1603527.00,16.11,-26.48,-1.00,0.00,0.00,20.00,0.00,0.00
1603596.00,16.11,-26.48,-1.00,0.00,0.00,20.00,0.00,0.00
1603664.00,16.11,-26.48,-1.00,0.00,0.00,20.00,0.00,0.00
1603733.00,15.26,-26.48,-1.00,0.00,0.00,20.00,0.00,0.00
1603802.00,15.26,-27.16,-1.00,0.00,0.00,20.00,0.00,0.00
1603870.00,15.26,-27.16,-1.00,0.00,0.00,20.00,0.00,0.00
1604134.00,14.47,-27.16,-1.00,-1.00,0.00,20.00,0.00,19.00
1604247.00,13.79,-26.50,-1.00,-1.00,0.00,20.00,0.00,19.00
1604318.00,13.05,-26.50,-1.00,-1.00,0.00,20.00,0.00,19.00
1604389.00,13.05,-26.50,-1.00,-1.00,0.00,20.00,0.00,19.00
1604460.00,12.33,-27.81,-1.00,-1.00,0.00,20.00,0.00,19.00
1604531.00,12.33,-28.58,-1.00,-1.00,0.00,20.00,0.00,19.00
1604601.00,12.33,-28.58,-1.00,-1.00,0.00,20.00,0.00,19.00
1604672.00,11.71,-28.58,-1.00,-1.00,0.00,20.00,0.00,19.00
1604743.00,11.71,-29.73,-1.00,-1.00,0.00,20.00,0.00,19.00
1604813.00,10.76,-30.78,-1.00,-1.00,0.00,20.00,0.00,19.00
1605082.00,10.76,-31.93,-1.00,-2.00,0.00,20.00,0.00,20.22
1605194.00,9.61,-33.29,-1.00,-2.00,0.00,20.00,0.00,20.22
1605264.00,8.83,-34.29,-1.00,-2.00,0.00,20.00,0.00,20.22
1605334.00,8.19,-35.34,-1.00,-2.00,0.00,20.00,0.00,20.22
1605403.00,8.19,-36.94,-1.00,-2.00,0.00,20.00,0.00,20.22
1605473.00,7.44,-38.21,-1.00,-2.00,0.00,20.00,0.00,20.22
1605542.00,7.44,-39.06,-1.00,-2.00,0.00,20.00,0.00,20.22
1605612.00,6.53,-39.94,-1.00,-2.00,0.00,20.00,0.00,20.22
1605682.00,6.02,-40.88,-1.00,-2.00,0.00,20.00,0.00,20.22
1605751.00,6.02,-41.77,-1.00,-2.00,0.00,20.00,0.00,20.22
1606018.00,4.82,-43.27,-1.00,-2.00,0.00,20.00,0.00,20.22
1606129.00,3.46,-46.31,-1.00,-2.00,0.00,20.00,0.00,20.22
1606199.00,2.00,-49.66,-1.00,-2.00,0.00,20.00,0.00,20.22
1606268.00,1.06,-51.75,-1.00,-2.00,0.00,20.00,0.00,20.22
1606338.00,0.36,-53.04,-1.00,-2.00,0.00,20.00,0.00,20.22
1606408.00,-0.47,-54.28,-1.00,-2.00,0.00,20.00,0.00,20.22
1606478.00,-1.30,-55.53,-1.00,-2.00,0.00,20.00,0.00,20.22
1606549.00,-1.98,-56.63,-1.00,-2.00,0.00,20.00,0.00,20.22
1606620.00,-2.76,-57.85,-1.00,-2.00,0.00,20.00,0.00,20.22
1606690.00,-3.80,-59.61,-1.00,-2.00,0.00,20.00,0.00,20.22
1606960.00,-5.24,-62.11,-1.00,-2.00,0.00,20.00,0.00,20.22
1607072.00,-7.44,-65.23,-1.00,-2.00,0.00,20.00,0.00,20.22
1607143.00,-9.79,-68.06,-1.00,-2.00,0.00,20.00,0.00,20.22
1607214.00,-11.51,-70.03,-1.00,-2.00,0.00,20.00,0.00,20.22
1607285.00,-12.61,-70.91,-1.00,-2.00,0.00,20.00,0.00,20.22
1607357.00,-13.57,-70.91,-1.00,-2.00,0.00,20.00,0.00,20.22
1607429.00,-14.89,-72.46,-1.00,-2.00,0.00,20.00,0.00,20.22
1607500.00,-16.35,-73.97,-1.00,-2.00,0.00,20.00,0.00,20.22
1607572.00,-17.52,-74.63,-1.00,-2.00,0.00,20.00,0.00,20.22
1607644.00,-18.75,-74.63,-1.00,-2.00,0.00,20.00,0.00,20.22
1607913.00,-21.04,-76.93,-1.00,-1.00,0.00,20.00,0.00,19.00
1608027.00,-24.26,-79.85,-1.00,-1.00,0.00,20.00,0.00,19.00
1608098.00,-26.75,-81.85,-1.00,-1.00,0.00,20.00,0.00,19.00
1608170.00,-28.10,-82.88,-1.00,-1.00,0.00,20.00,0.00,19.00
1608242.00,-29.32,-84.12,-1.00,-1.00,0.00,20.00,0.00,19.00
1608313.00,-30.60,-85.09,-1.00,-1.00,0.00,20.00,0.00,19.00
1608386.00,-31.61,-85.93,-1.00,-1.00,0.00,20.00,0.00,19.00
1608458.00,-32.72,-87.81,-1.00,-1.00,0.00,20.00,0.00,19.00
1608529.00,-34.07,-90.13,-1.00,-1.00,0.00,20.00,0.00,19.00
1608601.00,-35.20,-91.45,-1.00,-1.00,0.00,20.00,0.00,19.00
1608867.00,-36.93,-92.24,0.00,-1.00,0.00,0.00,0.00,19.00
1608978.00,-39.81,-94.04,0.00,-1.00,0.00,0.00,0.00,19.00
1609048.00,-41.82,-96.35,0.00,-1.00,0.00,0.00,0.00,19.00
1609118.00,-41.82,-98.03,0.00,-1.00,0.00,0.00,0.00,19.00
1609188.00,-41.82,-99.17,0.00,-1.00,0.00,0.00,0.00,19.00
1609257.00,-41.09,-100.27,0.00,-1.00,0.00,0.00,0.00,19.00
1629470.00,-33.78,-89.75,0.00,1.00,0.00,0.00,21.00,0.00
1629581.00,-16.95,-62.91,0.00,1.00,0.00,0.00,21.00,0.00
1629649.00,-5.05,-43.33,0.00,1.00,0.00,0.00,21.00,0.00
1629717.00,-3.78,-40.99,0.00,1.00,0.00,0.00,21.00,0.00
1629785.00,-5.47,-43.75,0.00,1.00,0.00,0.00,21.00,0.00
1629852.00,-6.34,-44.99,0.00,1.00,0.00,0.00,21.00,0.00
1629920.00,-6.34,-44.99,0.00,1.00,0.00,0.00,21.00,0.00
1629987.00,-6.34,-43.80,0.00,1.00,0.00,0.00,21.00,0.00
1630055.00,-6.34,-42.17,0.00,1.00,0.00,0.00,21.00,0.00
1630123.00,-6.34,-41.38,0.00,1.00,0.00,0.00,21.00,0.00
1630384.00,-6.34,-41.38,0.00,2.00,0.00,0.00,22.44,0.00
1630493.00,-5.75,-40.07,0.00,2.00,0.00,0.00,22.44,0.00
1630561.00,-5.75,-38.75,0.00,2.00,0.00,0.00,22.44,0.00
1630628.00,-5.75,-37.74,0.00,2.00,0.00,0.00,22.44,0.00
1630696.00,-5.75,-37.02,0.00,2.00,0.00,0.00,22.44,0.00
1630764.00,-5.23,-36.43,0.00,2.00,0.00,0.00,22.44,0.00
1630831.00,-5.23,-35.71,0.00,2.00,0.00,0.00,22.44,0.00
1630899.00,-5.23,-34.85,0.00,2.00,0.00,0.00,22.44,0.00
1630966.00,-5.23,-34.33,0.00,2.00,0.00,0.00,22.44,0.00
1631034.00,-5.23,-33.53,0.00,2.00,0.00,0.00,22.44,0.00
1631296.00,-5.23,-31.86,-1.00,3.00,0.00,20.00,23.89,0.00
1631408.00,-4.72,-30.15,-1.00,3.00,0.00,20.00,23.89,0.00
1631477.00,-4.72,-28.08,-1.00,3.00,0.00,20.00,23.89,0.00
1631547.00,-4.72,-25.86,-1.00,3.00,0.00,20.00,23.89,0.00
1631617.00,-4.72,-24.43,-1.00,3.00,0.00,20.00,23.89,0.00
1631687.00,-4.72,-23.27,-1.00,3.00,0.00,20.00,23.89,0.00
1631757.00,-4.72,-21.86,-1.00,3.00,0.00,20.00,23.89,0.00
1631826.00,-5.26,-20.31,-1.00,3.00,0.00,20.00,23.89,0.00
1631896.00,-5.26,-19.40,-1.00,3.00,0.00,20.00,23.89,0.00
1631966.00,-5.26,-18.32,-1.00,3.00,0.00,20.00,23.89,0.00
1632229.00,-5.26,-14.41,-1.00,3.00,0.00,20.00,23.89,0.00
1632340.00,-5.81,-9.46,-1.00,3.00,0.00,20.00,23.89,0.00
1632409.00,-6.67,-6.24,-1.00,3.00,0.00,20.00,23.89,0.00
1632478.00,-6.67,-3.72,-1.00,3.00,0.00,20.00,23.89,0.00
1632546.00,-7.57,-1.88,-1.00,3.00,0.00,20.00,23.89,0.00
1632615.00,-7.57,-0.90,-1.00,3.00,0.00,20.00,23.89,0.00
1632684.00,-7.57,0.22,-1.00,3.00,0.00,20.00,23.89,0.00
1632752.00,-8.68,1.65,-1.00,3.00,0.00,20.00,23.89,0.00
1632819.00,-9.55,3.38,-1.00,3.00,0.00,20.00,23.89,0.00
1632887.00,-9.55,5.43,-1.00,3.00,0.00,20.00,23.89,0.00
1633145.00,-10.28,8.36,0.00,4.00,0.00,0.00,25.33,0.00
1633254.00,-11.41,12.81,0.00,4.00,0.00,0.00,25.33,0.00
1633321.00,-12.38,17.22,0.00,4.00,0.00,0.00,25.33,0.00
1633389.00,-12.38,20.08,0.00,4.00,0.00,0.00,25.33,0.00
1633457.00,-12.38,21.78,0.00,4.00,0.00,0.00,25.33,0.00
1633524.00,-12.38,23.91,0.00,4.00,0.00,0.00,25.33,0.00
1633592.00,-12.38,27.04,0.00,4.00,0.00,0.00,25.33,0.00
1633659.00,-12.38,29.59,0.00,4.00,0.00,0.00,25.33,0.00
1633727.00,-12.38,31.33,0.00,4.00,0.00,0.00,25.33,0.00
1633795.00,-13.13,32.90,0.00,4.00,0.00,0.00,25.33,0.00
1634055.00,-13.13,35.70,0.00,3.00,0.00,0.00,23.89,0.00
1634164.00,-13.85,40.42,0.00,3.00,0.00,0.00,23.89,0.00
1634232.00,-13.85,44.89,0.00,3.00,0.00,0.00,23.89,0.00
1634299.00,-14.47,47.57,0.00,3.00,0.00,0.00,23.89,0.00
1634367.00,-14.47,48.71,0.00,3.00,0.00,0.00,23.89,0.00
1634435.00,-14.47,49.46,0.00,3.00,0.00,0.00,23.89,0.00
1634502.00,-14.47,50.77,0.00,3.00,0.00,0.00,23.89,0.00
1634570.00,-14.47,52.48,0.00,3.00,0.00,0.00,23.89,0.00
1634637.00,-14.47,54.15,0.00,3.00,0.00,0.00,23.89,0.00
1634705.00,-14.47,55.61,0.00,3.00,0.00,0.00,23.89,0.00
1634966.00,-14.47,57.89,0.00,2.00,0.00,0.00,22.44,0.00
1635075.00,-14.47,61.58,0.00,2.00,0.00,0.00,22.44,0.00
1635142.00,-14.47,64.86,0.00,2.00,0.00,0.00,22.44,0.00
1635210.00,-14.47,66.47,0.00,2.00,0.00,0.00,22.44,0.00
1635277.00,-14.47,67.26,0.00,2.00,0.00,0.00,22.44,0.00
1635345.00,-14.47,68.01,0.00,2.00,0.00,0.00,22.44,0.00
1635412.00,-14.47,68.91,0.00,2.00,0.00,0.00,22.44,0.00
1635480.00,-14.47,70.04,0.00,2.00,0.00,0.00,22.44,0.00
1635549.00,-14.47,71.16,0.00,2.00,0.00,0.00,22.44,0.00
1635616.00,-14.47,72.06,0.00,2.00,0.00,0.00,22.44,0.00
1635877.00,-14.47,73.43,0.00,2.00,0.00,0.00,22.44,0.00
1635987.00,-14.47,75.89,0.00,2.00,0.00,0.00,22.44,0.00
1636055.00,-14.47,78.29,0.00,2.00,0.00,0.00,22.44,0.00
1636122.00,-14.47,79.86,0.00,2.00,0.00,0.00,22.44,0.00
1636190.00,-14.47,81.03,0.00,2.00,0.00,0.00,22.44,0.00
1636257.00,-14.47,81.03,0.00,2.00,0.00,0.00,22.44,0.00
1636325.00,-14.47,81.83,0.00,2.00,0.00,0.00,22.44,0.00
1636392.00,-14.47,82.61,0.00,2.00,0.00,0.00,22.44,0.00
1636460.00,-14.47,83.51,0.00,2.00,0.00,0.00,22.44,0.00
1636528.00,-14.47,84.32,0.00,2.00,0.00,0.00,22.44,0.00
1636790.00,-14.47,85.54,-1.00,1.00,0.00,20.00,21.00,0.00
1636901.00,-15.00,87.54,-1.00,1.00,0.00,20.00,21.00,0.00
1636971.00,-15.00,89.18,-1.00,1.00,0.00,20.00,21.00,0.00
1637041.00,-15.00,89.79,-1.00,1.00,0.00,20.00,21.00,0.00
1637110.00,-15.63,89.79,-1.00,1.00,0.00,20.00,21.00,0.00
1637180.00,-15.63,90.84,-1.00,1.00,0.00,20.00,21.00,0.00
1637250.00,-16.60,91.43,-1.00,1.00,0.00,20.00,21.00,0.00
1637319.00,-16.60,91.43,-1.00,1.00,0.00,20.00,21.00,0.00
1637389.00,-17.29,92.10,-1.00,1.00,0.00,20.00,21.00,0.00
1637458.00,-17.87,92.68,-1.00,1.00,0.00,20.00,21.00,0.00
1637725.00,-18.68,93.81,-1.00,1.00,0.00,20.00,21.00,0.00
1637836.00,-19.86,95.08,-1.00,1.00,0.00,20.00,21.00,0.00
1637906.00,-20.99,95.79,-1.00,1.00,0.00,20.00,21.00,0.00
1637976.00,-21.70,95.79,-1.00,1.00,0.00,20.00,21.00,0.00
1638045.00,-22.21,96.63,-1.00,1.00,0.00,20.00,21.00,0.00
1638115.00,-22.84,96.63,-1.00,1.00,0.00,20.00,21.00,0.00
1638184.00,-23.67,96.63,-1.00,1.00,0.00,20.00,21.00,0.00
1638254.00,-24.51,96.63,-1.00,1.00,0.00,20.00,21.00,0.00
1638324.00,-25.18,97.80,-1.00,1.00,0.00,20.00,21.00,0.00
1638393.00,-25.79,98.89,-1.00,1.00,0.00,20.00,21.00,0.00
1638657.00,-27.15,99.54,-1.00,0.00,0.00,20.00,0.00,0.00
1638767.00,-29.57,100.39,-1.00,0.00,0.00,20.00,0.00,0.00
1658978.00,-27.40,82.82,0.00,-1.00,0.00,0.00,0.00,19.00
1659088.00,-17.96,39.52,0.00,-1.00,0.00,0.00,0.00,19.00
1659157.00,-10.50,8.32,0.00,-1.00,0.00,0.00,0.00,19.00
1659225.00,-9.47,4.82,0.00,-1.00,0.00,0.00,0.00,19.00
1659291.00,-10.62,9.23,0.00,-1.00,0.00,0.00,0.00,19.00
1659359.00,-11.43,11.06,0.00,-1.00,0.00,0.00,0.00,19.00
1659427.00,-11.43,10.37,0.00,-1.00,0.00,0.00,0.00,19.00
1659496.00,-11.43,9.32,0.00,-1.00,0.00,0.00,0.00,19.00
1659564.00,-11.43,8.50,0.00,-1.00,0.00,0.00,0.00,19.00
1659631.00,-11.43,7.81,0.00,-1.00,0.00,0.00,0.00,19.00
1659892.00,-10.87,6.94,0.00,-1.00,0.00,0.00,0.00,19.00
1660002.00,-10.87,5.50,0.00,-1.00,0.00,0.00,0.00,19.00
1660069.00,-10.32,4.10,0.00,-1.00,0.00,0.00,0.00,19.00
1660137.00,-10.32,3.30,0.00,-1.00,0.00,0.00,0.00,19.00
1660205.00,-10.32,2.79,0.00,-1.00,0.00,0.00,0.00,19.00
1660272.00,-10.32,2.07,0.00,-1.00,0.00,0.00,0.00,19.00
1660340.00,-10.32,1.23,0.00,-1.00,0.00,0.00,0.00,19.00
1660407.00,-10.32,0.50,0.00,-1.00,0.00,0.00,0.00,19.00
1660475.00,-9.79,-0.20,0.00,-1.00,0.00,0.00,0.00,19.00
1660542.00,-9.79,-0.93,0.00,-1.00,0.00,0.00,0.00,19.00
1660804.00,-9.79,-2.34,0.00,0.00,0.00,0.00,0.00,0.00
1660911.00,-9.79,-4.45,0.00,0.00,0.00,0.00,0.00,0.00
1660977.00,-9.22,-5.84,0.00,0.00,0.00,0.00,0.00,0.00
1661042.00,-9.22,-5.84,0.00,0.00,0.00,0.00,0.00,0.00
1661108.00,-9.22,-5.84,0.00,0.00,0.00,0.00,0.00,0.00
1661173.00,-9.22,-5.84,0.00,0.00,0.00,0.00,0.00,0.00
1661239.00,-9.22,-5.84,0.00,0.00,0.00,0.00,0.00,0.00
1661304.00,-9.22,-5.84,0.00,0.00,0.00,0.00,0.00,0.00
1661370.00,-9.22,-5.84,0.00,0.00,0.00,0.00,0.00,0.00
1661435.00,-9.22,-5.84,0.00,0.00,0.00,0.00,0.00,0.00
1661693.00,-9.22,-5.84,-1.00,-1.00,0.00,20.00,0.00,19.00
1661805.00,-9.22,-5.31,-1.00,-1.00,0.00,20.00,0.00,19.00
1661875.00,-9.73,-5.31,-1.00,-1.00,0.00,20.00,0.00,19.00
1661944.00,-9.73,-6.11,-1.00,-1.00,0.00,20.00,0.00,19.00
1662014.00,-9.73,-6.11,-1.00,-1.00,0.00,20.00,0.00,19.00
1662084.00,-9.73,-6.74,-1.00,-1.00,0.00,20.00,0.00,19.00
1662153.00,-9.73,-7.27,-1.00,-1.00,0.00,20.00,0.00,19.00
1662223.00,-9.73,-8.17,-1.00,-1.00,0.00,20.00,0.00,19.00
1662292.00,-10.26,-9.11,-1.00,-1.00,0.00,20.00,0.00,19.00
1662363.00,-10.26,-10.06,-1.00,-1.00,0.00,20.00,0.00,19.00
1662632.00,-10.26,-11.72,0.00,0.00,0.00,0.00,0.00,0.00
1662742.00,-10.90,-14.24,0.00,0.00,0.00,0.00,0.00,0.00
1662810.00,-10.90,-15.91,0.00,0.00,0.00,0.00,0.00,0.00
1662877.00,-10.90,-15.91,0.00,0.00,0.00,0.00,0.00,0.00
1662945.00,-10.90,-15.91,0.00,0.00,0.00,0.00,0.00,0.00
1663012.00,-10.90,-15.91,0.00,0.00,0.00,0.00,0.00,0.00
1663080.00,-10.90,-15.91,0.00,0.00,0.00,0.00,0.00,0.00
1663148.00,-10.90,-15.91,0.00,0.00,0.00,0.00,0.00,0.00
1663215.00,-10.90,-15.91,0.00,0.00,0.00,0.00,0.00,0.00
1663283.00,-10.90,-15.91,0.00,0.00,0.00,0.00,0.00,0.00
1663544.00,-10.90,-15.26,0.00,0.00,0.00,0.00,0.00,0.00
